============================================================
✓ Using cached sleep-edf
Data: train=(313922, 24) val=(66753, 24) test=(72330, 24)
Model: 12,165 params

DP Training
  Noise multiplier: 0.6
  Max grad norm: 1.0
  Delta: 1e-05
  Epochs: 60

Epoch 01: loss=0.9171 acc=0.7606 | val_loss=0.8229 val_acc=0.8143 | ε=1.2803
Epoch 39: loss=0.7137 acc=0.8421 | val_loss=0.7324 val_acc=0.8496 | ε=0.8856
Epoch 40: loss=0.7154 acc=0.8425 | val_loss=0.7386 val_acc=0.8491 | ε=0.8977
Epoch 41: loss=0.7118 acc=0.8420 | val_loss=0.7316 val_acc=0.8500 | ε=0.9096
Epoch 42: loss=0.7084 acc=0.8434 | val_loss=0.7399 val_acc=0.8493 | ε=0.9213
Epoch 43: loss=0.7126 acc=0.8428 | val_loss=0.7302 val_acc=0.8498 | ε=0.9330
Epoch 44: loss=0.7140 acc=0.8424 | val_loss=0.7316 val_acc=0.8498 | ε=0.9445
Epoch 45: loss=0.7137 acc=0.8429 | val_loss=0.7299 val_acc=0.8505 | ε=0.9559
Epoch 46: loss=0.7122 acc=0.8434 | val_loss=0.7352 val_acc=0.8502 | ε=0.9672
Epoch 47: loss=0.7133 acc=0.8431 | val_loss=0.7337 val_acc=0.8504 | ε=0.9784
Epoch 48: loss=0.7061 acc=0.8449 | val_loss=0.7358 val_acc=0.8503 | ε=0.9895
Epoch 49: loss=0.7085 acc=0.8446 | val_loss=0.7295 val_acc=0.8506 | ε=1.0005
Epoch 50: loss=0.7117 acc=0.8428 | val_loss=0.7312 val_acc=0.8503 | ε=1.0114
Epoch 51: loss=0.7106 acc=0.8435 | val_loss=0.7309 val_acc=0.8505 | ε=1.0221
Epoch 52: loss=0.7093 acc=0.8436 | val_loss=0.7334 val_acc=0.8506 | ε=1.0328
Epoch 53: loss=0.7081 acc=0.8446 | val_loss=0.7341 val_acc=0.8504 | ε=1.0434
Epoch 54: loss=0.7123 acc=0.8444 | val_loss=0.7353 val_acc=0.8504 | ε=1.0540
Epoch 55: loss=0.7127 acc=0.8432 | val_loss=0.7331 val_acc=0.8504 | ε=1.0644
Epoch 56: loss=0.7146 acc=0.8433 | val_loss=0.7327 val_acc=0.8505 | ε=1.0747
Epoch 57: loss=0.7142 acc=0.8439 | val_loss=0.7333 val_acc=0.8504 | ε=1.0850
Epoch 58: loss=0.7210 acc=0.8421 | val_loss=0.7328 val_acc=0.8504 | ε=1.0952
Epoch 59: loss=0.7141 acc=0.8434 | val_loss=0.7326 val_acc=0.8505 | ε=1.1053
Epoch 60: loss=0.7086 acc=0.8437 | val_loss=0.7327 val_acc=0.8504 | ε=1.1153
✓ 0.8652 acc | 0.8416 f1 | 470.7s

[8/21]

============================================================
dp_sleep_edf_noise1_0_run2 | sleep-edf | dp | seed=123
============================================================
✓ Using cached sleep-edf
Data: train=(313922, 24) val=(66753, 24) test=(72330, 24)
Model: 12,165 params

DP Training
  Noise multiplier: 1.0
  Max grad norm: 1.0
  Delta: 1e-05
  Epochs: 60

Epoch 01: loss=0.9164 acc=0.7497 | val_loss=0.8364 val_acc=0.8010 | ε=0.1411
Epoch 02: loss=0.8432 acc=0.7896 | val_loss=0.8395 val_acc=0.8193 | ε=0.1947
Epoch 03: loss=0.8205 acc=0.8056 | val_loss=0.8055 val_acc=0.8288 | ε=0.2368
Epoch 04: loss=0.8067 acc=0.8122 | val_loss=0.8065 val_acc=0.8327 | ε=0.2729
Epoch 05: loss=0.8030 acc=0.8181 | val_loss=0.7935 val_acc=0.8344 | ε=0.3050
Epoch 06: loss=0.7937 acc=0.8205 | val_loss=0.7704 val_acc=0.8382 | ε=0.3343
Epoch 07: loss=0.7857 acc=0.8220 | val_loss=0.7668 val_acc=0.8378 | ε=0.3615
Epoch 08: loss=0.7820 acc=0.8257 | val_loss=0.7675 val_acc=0.8405 | ε=0.3870
Epoch 09: loss=0.7762 acc=0.8263 | val_loss=0.7655 val_acc=0.8405 | ε=0.4110
Epoch 10: loss=0.7733 acc=0.8277 | val_loss=0.7670 val_acc=0.8414 | ε=0.4339
Epoch 11: loss=0.7720 acc=0.8272 | val_loss=0.7496 val_acc=0.8406 | ε=0.4557
Epoch 12: loss=0.7674 acc=0.8284 | val_loss=0.7670 val_acc=0.8422 | ε=0.4767
Epoch 13: loss=0.7693 acc=0.8302 | val_loss=0.7659 val_acc=0.8430 | ε=0.4969
Epoch 14: loss=0.7675 acc=0.8294 | val_loss=0.7539 val_acc=0.8431 | ε=0.5164
Epoch 15: loss=0.7620 acc=0.8299 | val_loss=0.7546 val_acc=0.8433 | ε=0.5352
Epoch 16: loss=0.7499 acc=0.8315 | val_loss=0.7486 val_acc=0.8443 | ε=0.5536
Epoch 17: loss=0.7509 acc=0.8319 | val_loss=0.7609 val_acc=0.8442 | ε=0.5714
Epoch 18: loss=0.7537 acc=0.8323 | val_loss=0.7577 val_acc=0.8432 | ε=0.5887
Epoch 19: loss=0.7468 acc=0.8330 | val_loss=0.7540 val_acc=0.8445 | ε=0.6056
Epoch 20: loss=0.7406 acc=0.8355 | val_loss=0.7562 val_acc=0.8448 | ε=0.6221
Epoch 21: loss=0.7421 acc=0.8353 | val_loss=0.7534 val_acc=0.8454 | ε=0.6382
Epoch 22: loss=0.7425 acc=0.8356 | val_loss=0.7635 val_acc=0.8460 | ε=0.6540
Epoch 23: loss=0.7401 acc=0.8362 | val_loss=0.7471 val_acc=0.8462 | ε=0.6695
Epoch 24: loss=0.7355 acc=0.8363 | val_loss=0.7595 val_acc=0.8456 | ε=0.6847
Epoch 25: loss=0.7381 acc=0.8368 | val_loss=0.7429 val_acc=0.8468 | ε=0.6996
Epoch 26: loss=0.7363 acc=0.8372 | val_loss=0.7530 val_acc=0.8471 | ε=0.7142
Epoch 27: loss=0.7344 acc=0.8368 | val_loss=0.7445 val_acc=0.8466 | ε=0.7286
Epoch 28: loss=0.7312 acc=0.8379 | val_loss=0.7434 val_acc=0.8473 | ε=0.7428
Epoch 29: loss=0.7307 acc=0.8386 | val_loss=0.7473 val_acc=0.8471 | ε=0.7567
Epoch 30: loss=0.7336 acc=0.8379 | val_loss=0.7357 val_acc=0.8475 | ε=0.7704
Epoch 31: loss=0.7318 acc=0.8388 | val_loss=0.7388 val_acc=0.8489 | ε=0.7839
Epoch 32: loss=0.7340 acc=0.8383 | val_loss=0.7310 val_acc=0.8498 | ε=0.7972
Epoch 33: loss=0.7259 acc=0.8404 | val_loss=0.7370 val_acc=0.8497 | ε=0.8103
Epoch 34: loss=0.7301 acc=0.8400 | val_loss=0.7396 val_acc=0.8486 | ε=0.8233
Epoch 35: loss=0.7289 acc=0.8399 | val_loss=0.7417 val_acc=0.8491 | ε=0.8361
Epoch 36: loss=0.7285 acc=0.8398 | val_loss=0.7368 val_acc=0.8495 | ε=0.8487
Epoch 37: loss=0.7222 acc=0.8420 | val_loss=0.7359 val_acc=0.8488 | ε=0.8611
Epoch 38: loss=0.7266 acc=0.8407 | val_loss=0.7336 val_acc=0.8491 | ε=0.8735
Epoch 39: loss=0.7220 acc=0.8410 | val_loss=0.7374 val_acc=0.8485 | ε=0.8856
Epoch 40: loss=0.7232 acc=0.8417 | val_loss=0.7348 val_acc=0.8498 | ε=0.8977
Epoch 41: loss=0.7200 acc=0.8423 | val_loss=0.7321 val_acc=0.8502 | ε=0.9096
Epoch 42: loss=0.7221 acc=0.8427 | val_loss=0.7359 val_acc=0.8495 | ε=0.9213
Epoch 43: loss=0.7220 acc=0.8431 | val_loss=0.7341 val_acc=0.8501 | ε=0.9330
Epoch 44: loss=0.7217 acc=0.8422 | val_loss=0.7282 val_acc=0.8504 | ε=0.9445
Epoch 45: loss=0.7164 acc=0.8438 | val_loss=0.7390 val_acc=0.8507 | ε=0.9559
Epoch 46: loss=0.7237 acc=0.8423 | val_loss=0.7402 val_acc=0.8507 | ε=0.9672
Epoch 47: loss=0.7208 acc=0.8429 | val_loss=0.7332 val_acc=0.8511 | ε=0.9784
Epoch 48: loss=0.7150 acc=0.8439 | val_loss=0.7362 val_acc=0.8508 | ε=0.9895
Epoch 49: loss=0.7219 acc=0.8433 | val_loss=0.7360 val_acc=0.8505 | ε=1.0005
Epoch 50: loss=0.7180 acc=0.8433 | val_loss=0.7318 val_acc=0.8507 | ε=1.0114
Epoch 51: loss=0.7137 acc=0.8444 | val_loss=0.7373 val_acc=0.8509 | ε=1.0221
Epoch 52: loss=0.7234 acc=0.8433 | val_loss=0.7358 val_acc=0.8506 | ε=1.0328
Epoch 53: loss=0.7153 acc=0.8446 | val_loss=0.7372 val_acc=0.8509 | ε=1.0434
Epoch 54: loss=0.7197 acc=0.8435 | val_loss=0.7373 val_acc=0.8511 | ε=1.0540
Epoch 55: loss=0.7137 acc=0.8448 | val_loss=0.7376 val_acc=0.8511 | ε=1.0644
Epoch 56: loss=0.7239 acc=0.8433 | val_loss=0.7364 val_acc=0.8509 | ε=1.0747
Epoch 57: loss=0.7181 acc=0.8441 | val_loss=0.7368 val_acc=0.8511 | ε=1.0850
Epoch 58: loss=0.7204 acc=0.8434 | val_loss=0.7370 val_acc=0.8511 | ε=1.0952
Epoch 59: loss=0.7193 acc=0.8437 | val_loss=0.7369 val_acc=0.8511 | ε=1.1053
Epoch 60: loss=0.7159 acc=0.8444 | val_loss=0.7369 val_acc=0.8510 | ε=1.1153
✓ 0.8660 acc | 0.8430 f1 | 547.4s

[9/21]

============================================================
dp_sleep_edf_noise1_0_run3 | sleep-edf | dp | seed=456
============================================================
✓ Using cached sleep-edf
Data: train=(313922, 24) val=(66753, 24) test=(72330, 24)
Model: 12,165 params

DP Training
  Noise multiplier: 1.0
  Max grad norm: 1.0
  Delta: 1e-05
  Epochs: 60

Epoch 01: loss=0.9497 acc=0.7478 | val_loss=0.8496 val_acc=0.7992 | ε=0.1411
Epoch 02: loss=0.8546 acc=0.7879 | val_loss=0.7991 val_acc=0.8201 | ε=0.1947
Epoch 03: loss=0.8265 acc=0.8063 | val_loss=0.7857 val_acc=0.8303 | ε=0.2368
Epoch 04: loss=0.8190 acc=0.8129 | val_loss=0.7694 val_acc=0.8337 | ε=0.2729
Epoch 05: loss=0.8103 acc=0.8174 | val_loss=0.7755 val_acc=0.8384 | ε=0.3050
Epoch 06: loss=0.7971 acc=0.8220 | val_loss=0.7756 val_acc=0.8391 | ε=0.3343
Epoch 07: loss=0.7901 acc=0.8248 | val_loss=0.7553 val_acc=0.8407 | ε=0.3615
Epoch 08: loss=0.7770 acc=0.8263 | val_loss=0.7545 val_acc=0.8421 | ε=0.3870
Epoch 09: loss=0.7794 acc=0.8279 | val_loss=0.7448 val_acc=0.8435 | ε=0.4110
Epoch 10: loss=0.7748 acc=0.8280 | val_loss=0.7628 val_acc=0.8432 | ε=0.4339
Epoch 11: loss=0.7683 acc=0.8299 | val_loss=0.7517 val_acc=0.8432 | ε=0.4557
Epoch 12: loss=0.7631 acc=0.8313 | val_loss=0.7579 val_acc=0.8437 | ε=0.4767
Epoch 13: loss=0.7584 acc=0.8317 | val_loss=0.7515 val_acc=0.8439 | ε=0.4969
Epoch 14: loss=0.7601 acc=0.8319 | val_loss=0.7311 val_acc=0.8450 | ε=0.5164
Epoch 15: loss=0.7503 acc=0.8327 | val_loss=0.7365 val_acc=0.8452 | ε=0.5352
Epoch 16: loss=0.7595 acc=0.8322 | val_loss=0.7452 val_acc=0.8455 | ε=0.5536
Epoch 17: loss=0.7507 acc=0.8338 | val_loss=0.7279 val_acc=0.8471 | ε=0.5714
Epoch 18: loss=0.7566 acc=0.8335 | val_loss=0.7387 val_acc=0.8471 | ε=0.5887
Epoch 19: loss=0.7534 acc=0.8338 | val_loss=0.7274 val_acc=0.8470 | ε=0.6056
Epoch 20: loss=0.7505 acc=0.8345 | val_loss=0.7355 val_acc=0.8470 | ε=0.6221
Epoch 21: loss=0.7425 acc=0.8352 | val_loss=0.7205 val_acc=0.8483 | ε=0.6382
Epoch 22: loss=0.7414 acc=0.8348 | val_loss=0.7179 val_acc=0.8492 | ε=0.6540
Epoch 23: loss=0.7387 acc=0.8357 | val_loss=0.7257 val_acc=0.8488 | ε=0.6695
Epoch 24: loss=0.7349 acc=0.8373 | val_loss=0.7257 val_acc=0.8480 | ε=0.6847
Epoch 25: loss=0.7293 acc=0.8371 | val_loss=0.7226 val_acc=0.8479 | ε=0.6996
Epoch 26: loss=0.7340 acc=0.8372 | val_loss=0.7219 val_acc=0.8492 | ε=0.7142
Epoch 27: loss=0.7359 acc=0.8364 | val_loss=0.7303 val_acc=0.8491 | ε=0.7286
Epoch 28: loss=0.7299 acc=0.8387 | val_loss=0.7345 val_acc=0.8480 | ε=0.7428
Epoch 29: loss=0.7345 acc=0.8379 | val_loss=0.7280 val_acc=0.8478 | ε=0.7567
Epoch 30: loss=0.7270 acc=0.8391 | val_loss=0.7276 val_acc=0.8485 | ε=0.7704
Epoch 31: loss=0.7275 acc=0.8388 | val_loss=0.7359 val_acc=0.8491 | ε=0.7839
Epoch 32: loss=0.7301 acc=0.8393 | val_loss=0.7354 val_acc=0.8497 | ε=0.7972
Epoch 33: loss=0.7259 acc=0.8396 | val_loss=0.7299 val_acc=0.8496 | ε=0.8103
Epoch 34: loss=0.7241 acc=0.8405 | val_loss=0.7356 val_acc=0.8498 | ε=0.8233
Epoch 35: loss=0.7282 acc=0.8413 | val_loss=0.7363 val_acc=0.8493 | ε=0.8361
Epoch 36: loss=0.7241 acc=0.8408 | val_loss=0.7400 val_acc=0.8502 | ε=0.8487
Epoch 37: loss=0.7220 acc=0.8427 | val_loss=0.7476 val_acc=0.8496 | ε=0.8611
Epoch 38: loss=0.7236 acc=0.8420 | val_loss=0.7410 val_acc=0.8495 | ε=0.8735
Epoch 39: loss=0.7247 acc=0.8417 | val_loss=0.7392 val_acc=0.8499 | ε=0.8856
Epoch 40: loss=0.7223 acc=0.8416 | val_loss=0.7460 val_acc=0.8497 | ε=0.8977
Epoch 41: loss=0.7301 acc=0.8411 | val_loss=0.7373 val_acc=0.8499 | ε=0.9096
Epoch 42: loss=0.7196 acc=0.8419 | val_loss=0.7331 val_acc=0.8501 | ε=0.9213
Epoch 43: loss=0.7185 acc=0.8426 | val_loss=0.7326 val_acc=0.8499 | ε=0.9330
Epoch 44: loss=0.7228 acc=0.8421 | val_loss=0.7327 val_acc=0.8506 | ε=0.9445
Epoch 45: loss=0.7187 acc=0.8435 | val_loss=0.7350 val_acc=0.8506 | ε=0.9559
Epoch 46: loss=0.7245 acc=0.8426 | val_loss=0.7352 val_acc=0.8505 | ε=0.9672
Epoch 47: loss=0.7153 acc=0.8435 | val_loss=0.7309 val_acc=0.8510 | ε=0.9784
Epoch 48: loss=0.7187 acc=0.8424 | val_loss=0.7357 val_acc=0.8512 | ε=0.9895
Epoch 49: loss=0.7159 acc=0.8435 | val_loss=0.7348 val_acc=0.8509 | ε=1.0005
Epoch 50: loss=0.7169 acc=0.8441 | val_loss=0.7368 val_acc=0.8511 | ε=1.0114
Epoch 51: loss=0.7179 acc=0.8441 | val_loss=0.7369 val_acc=0.8510 | ε=1.0221
Epoch 52: loss=0.7170 acc=0.8434 | val_loss=0.7349 val_acc=0.8511 | ε=1.0328
Epoch 53: loss=0.7140 acc=0.8443 | val_loss=0.7346 val_acc=0.8514 | ε=1.0434
Epoch 54: loss=0.7187 acc=0.8438 | val_loss=0.7348 val_acc=0.8512 | ε=1.0540
Epoch 55: loss=0.7217 acc=0.8432 | val_loss=0.7367 val_acc=0.8508 | ε=1.0644
Epoch 56: loss=0.7203 acc=0.8442 | val_loss=0.7354 val_acc=0.8512 | ε=1.0747
Epoch 57: loss=0.7178 acc=0.8435 | val_loss=0.7344 val_acc=0.8512 | ε=1.0850
Epoch 58: loss=0.7144 acc=0.8446 | val_loss=0.7344 val_acc=0.8513 | ε=1.0952
Epoch 59: loss=0.7060 acc=0.8458 | val_loss=0.7347 val_acc=0.8513 | ε=1.1053
Epoch 60: loss=0.7174 acc=0.8435 | val_loss=0.7346 val_acc=0.8513 | ε=1.1153
✓ 0.8650 acc | 0.8435 f1 | 538.0s

[10/21]

============================================================
dp_sleep_edf_noise2_0_run1 | sleep-edf | dp | seed=42
============================================================
✓ Using cached sleep-edf
Data: train=(313922, 24) val=(66753, 24) test=(72330, 24)
Model: 12,165 params

DP Training
  Noise multiplier: 2.0
  Max grad norm: 1.0
  Delta: 1e-05
  Epochs: 60

Epoch 01: loss=0.9674 acc=0.7343 | val_loss=0.8628 val_acc=0.7869 | ε=0.0546
Epoch 02: loss=0.9050 acc=0.7688 | val_loss=0.8554 val_acc=0.8002 | ε=0.0748
Epoch 03: loss=0.8781 acc=0.7807 | val_loss=0.8283 val_acc=0.8079 | ε=0.0907
Epoch 04: loss=0.8531 acc=0.7896 | val_loss=0.8268 val_acc=0.8145 | ε=0.1043
